maxroll,maxpitch,maxyaw,minroll,minpitch,minyaw,avgroll,avgpitch,avgyaw,ranroll,ranpitch,ranyaw,asyroll,asypitch,asyyaw,class
43.85,80.49,42.61,-5.39,23.93,1.33,12.319823788546255,62.94295154185023,29.66726872246696,49.24,56.559999999999995,41.28,1.2037290487618892,-0.8000034706795854,-0.7486253853675903,on 
72.96,18.22,70.69,-0.63,-5.84,-2.04,25.030913978494628,4.634354838709676,26.041827956989245,73.58999999999999,24.06,72.73,0.5956373912876353,0.525464505663304,0.4509469306114333,on 
17.27,55.41,41.88,-41.23,-66.6,-36.21,-9.929292929292941,-2.0492424242424185,2.437727272727269,58.5,122.00999999999999,78.09,-0.1358590375028752,0.12449853191063859,0.0395178818263363,on 
68.65,23.47,75.21,-5.32,-3.91,-0.04,30.157999999999998,9.358486486486486,38.373027027027014,73.97,27.38,75.25,0.11307246077424683,0.007730315128360058,-0.10353065285189121,on 
51.33,56.31,37.56,-44.67,-52.19,-32.02,5.681686046511619,1.1917441860465194,-2.348023255813955,96.0,108.5,69.58000000000001,-0.04562893935566276,0.08948495403112784,0.468552656140324,on 
32.65,23.08,50.89,-22.99,-43.95,-4.66,3.260245098039215,-10.123382352941176,17.43367647058824,55.64,67.03,55.55,0.1675010882076286,-0.01285454656774751,0.4689637500978175,on 
40.57,43.74,31.93,-40.15,-13.19,-21.88,-2.862397260273971,8.61458904109589,-2.6844520547945225,80.72,56.93,53.81,0.42129255369275675,0.5615041521865155,0.5954986364981689,on 
20.82,17.72,72.59,-71.18,6.38,40.97,-24.809042553191496,14.346382978723401,53.868297872340406,92.0,11.34,31.620000000000005,-0.04111126969088641,-1.2003211030766985,0.5312575422105253,on 
23.35,36.11,56.68,-25.76,-28.5,-25.63,0.45581081081080704,3.387027027027028,15.821621621621615,49.11,64.61,82.31,-0.03809776962737475,0.02904936102399756,-0.01949638830067501,on 
7.11,46.07,83.53,-71.31,1.98,31.0,-42.75205000000002,28.021200000000007,66.03264999999992,78.42,44.09,52.53,0.5526622454662347,-0.4674941787908148,-0.3317182117915271,on 
45.68,42.32,45.37,-40.87,-60.16,-17.85,-2.640789473684214,-16.48578947368419,8.773842105263158,86.55,102.47999999999999,63.22,0.1716041966817507,0.3593986628461396,0.2922531089543619,on 
27.34,6.66,-1.94,-7.15,-6.38,-48.2,8.433,-1.5189,-26.562499999999986,34.49,13.04,46.260000000000005,0.09992941453953018,0.5190806752514383,0.03550725492426168,on 
44.21,43.47,42.87,-1.62,5.17,-24.71,22.20524590163935,22.528961748633876,6.347704918032788,45.83,38.3,67.58,0.12365206864432982,0.30759081487522205,0.15146778162699298,on 
18.8,34.95,41.04,-32.5,-7.92,-1.22,-10.921607142857141,8.942276785714286,15.895624999999999,51.3,42.870000000000005,42.26,0.3145623515149736,0.47530981251895604,0.5245410235298869,on 
4.84,77.46,42.92,-27.63,63.85,-44.91,-9.497197802197801,70.18467032967031,-7.76175824175824,32.47,13.609999999999992,87.83,-0.029348388067214324,0.3969364338945909,0.3018103845360673,on 
22.1,40.19,28.09,-32.66,-10.91,-75.29,-3.8889947089947148,19.612539682539683,-10.57068783068781,54.76,51.099999999999994,103.38000000000001,-0.5013930345859274,-0.505362934817367,-0.5061123726023344,on 
49.27,20.93,54.27,-6.43,1.87,-1.1,23.2976724137931,10.969137931034485,26.972500000000004,55.7,19.06,55.370000000000005,0.04113563549311922,0.19377991592028512,-0.001258090753154491,on 
1.63,7.37,69.14,-54.23,-4.54,3.79,-39.46205741626795,-0.9216267942583728,54.29641148325361,55.86,11.91,65.35,1.5694318651966863,1.431353651966335,-1.2029336287209365,on 
8.08,28.55,67.85,-70.76,6.53,16.58,-45.15197183098591,12.862582159624418,52.363521126760574,78.84,22.02,51.269999999999996,0.9104791950844123,1.1543954930090496,-0.8945868369744207,on 
3.96,24.79,53.03,-61.34,15.97,45.82,-27.916397058823534,20.420294117647067,50.07088235294117,65.3,8.819999999999999,7.210000000000001,-0.07468195184593088,-0.20312450480698005,-0.3842090774048824,on 
55.06,-3.25,37.51,-62.71,-21.82,3.74,-22.66524137931035,-9.3468275862069,22.103034482758616,117.77000000000001,18.57,33.769999999999996,0.7007210513256314,-1.1718124304848685,-0.1837685370827977,on 
16.13,30.39,61.32,-33.99,-56.31,44.13,-12.760000000000002,2.38006756756757,54.74743243243243,50.120000000000005,86.7,17.189999999999998,0.3308280507984248,-0.7555437646886333,-0.7024674571107481,on 
27.34,23.34,19.87,-99.61,-27.03,12.32,-28.857272727272722,1.5593181818181843,16.725075757575762,126.95,50.370000000000005,7.550000000000001,-0.2817228488267985,-0.2095127099576357,-0.3287246295420468,on 
37.83,34.79,40.66,-3.61,-3.43,-0.97,15.289924242424238,13.827500000000004,15.661818181818186,41.44,38.22,41.629999999999995,0.35587725518967356,0.45321572379918107,0.461115274336061,on 
59.05,26.78,31.28,-12.64,-24.05,-30.15,29.926260162601622,5.821056910569105,6.626097560975611,71.69,50.83,61.43,-0.2774886990210817,-0.26422611057734235,-0.3955471926999371,on 
7.55,6.2,53.82,-52.33,-25.83,-1.48,-31.608249999999998,-14.163,36.167,59.879999999999995,32.03,55.3,0.7190594169926493,0.5502854517535273,-0.7612084831380675,on 
56.39,25.75,37.27,-19.28,-73.99,24.61,18.151266666666665,-24.232266666666664,32.723866666666666,75.67,99.74,12.660000000000004,0.3158105852111459,0.013818062195989961,-0.5849420705467879,on 
33.23,24.46,45.29,-50.0,-1.65,7.44,-8.322818791946318,12.89288590604027,24.901812080536914,83.22999999999999,26.11,37.85,0.017795407318024262,-0.0033114143374048497,0.1892518713024394,on 
38.42,33.4,47.28,0.02,-0.98,-0.61,25.673653846153847,19.371634615384615,27.85,38.4,34.379999999999995,47.89,-0.6680607822159599,-0.3433372982468534,-0.348943195946196,on 
58.41,14.48,26.85,-26.14,-58.47,-21.91,26.605714285714292,-15.38165413533834,4.9840601503759405,84.55,72.95,48.760000000000005,-0.4885689200047533,-0.26250901803273163,-0.16974731596546092,on 
45.21,37.51,-3.03,-85.41,-53.39,-80.79,-29.902039800995027,-18.55044776119405,-48.57497512437808,130.62,90.9,77.76,0.5312996610680919,0.8022594793946635,0.5838956329841033,on 
35.78,16.87,67.81,-41.98,-31.89,40.7,4.559126984126985,3.1346031746031784,48.53809523809522,77.75999999999999,48.760000000000005,27.11,-0.2852004321327372,-0.8197344860144294,0.8131938934727209,on 
31.12,27.16,89.76,-39.23,-1.53,31.13,-5.975828220858895,6.430858895705518,65.71742331288344,70.35,28.69,58.63000000000001,0.3161356141013378,1.2525607190178318,-0.09703015205316971,on 
37.69,34.67,24.55,-74.13,27.36,-28.49,-13.970818181818169,30.73927272727272,2.237181818181812,111.82,7.310000000000002,53.04,-0.19235516135096364,0.2688115120479792,-0.3224161553717981,on 
46.54,25.57,15.86,11.11,-0.36,-75.75,27.300833333333326,11.681666666666665,-22.770476190476195,35.43,25.93,91.61,-0.031413445995164005,0.1330223944593418,-0.352647626145149,on 
51.16,2.2,-4.28,-95.38,-50.71,-81.29,-12.499880952380911,-26.74077380952382,-39.79898809523806,146.54,52.910000000000004,77.01,-0.20519788192080402,0.583039070314066,-0.08589121783810318,on 
53.87,49.34,2.17,-96.65,-24.02,-71.01,-5.43442211055278,12.196231155778898,-27.73889447236178,150.52,73.36,73.18,-0.5175314760891803,0.001900670865031348,-0.48232066023491166,on 
51.29,22.64,49.94,-91.44,-11.06,9.28,-37.27651162790696,2.000348837209305,23.567151162790697,142.73,33.7,40.66,0.46526486318960997,0.4902887268595994,0.8359815591501703,on 
-16.38,33.04,41.07,-149.91,-36.95,0.09,-111.13078189300415,-14.737818930041142,28.833909465020575,133.53,69.99000000000001,40.98,0.9626232864389188,0.9608589065570837,-0.7708483022626182,on 
34.84,52.54,49.4,-5.22,-57.94,7.4,6.628820754716983,-16.145849056603755,31.77132075471697,40.06,110.47999999999999,42.0,0.8354093132171838,0.5325911084130436,-0.19578301437871348,on 
48.81,39.56,65.67,-3.19,-12.89,0.73,16.05411428571428,6.321085714285714,20.72142857142857,52.0,52.45,64.94,0.547145158134294,0.35760309967194503,0.8165333152156821,on 
-13.9,42.68,129.95,-62.15,-21.12,61.16,-41.703054187192095,3.3303940886699577,100.00197044334983,48.25,63.8,68.78999999999999,0.25109817187936573,0.11596241352211548,-0.05014623161378404,on 
46.16,102.29,42.57,-65.87,0.86,-95.32,6.44452941176471,56.3889411764706,-23.726294117647043,112.03,101.43,137.89,-0.5421664921038903,-0.32125006216619584,-0.06773364809109497,on 
50.4,42.66,59.22,-15.04,-11.09,-4.55,28.426433566433573,26.041958041958036,36.678671328671314,65.44,53.75,63.769999999999996,-0.7754793480038265,-0.8934799596717548,-0.6567087044241126,on 
57.79,105.72,-5.22,39.21,37.86,-74.24,49.11058139534883,61.783720930232555,-49.55069767441858,18.58,67.86,69.02,0.29654688403158885,0.573867580068755,0.5337954178170013,on 
64.86,30.7,58.7,-3.34,-0.63,0.01,25.747444444444444,12.397444444444442,26.033111111111122,68.2,31.33,58.690000000000005,0.32758939511295593,0.27172658941413513,0.20095917138655092,on 
46.05,38.79,51.57,-3.67,-2.42,-0.51,25.455636363636362,19.650545454545455,27.496,49.72,41.21,52.08,-0.40266167567340333,-0.18053739914167133,-0.1527878528264532,on 
80.12,60.34,6.12,-40.35,-25.11,-42.5,27.383888888888894,6.099907407407408,-19.203240740740743,120.47,85.45,48.62,-0.2211682276783299,0.5784676368375937,0.2003594061374036,on 
46.79,20.49,63.34,-51.24,-10.16,22.98,18.554900000000007,-1.0205000000000002,49.002199999999995,98.03,30.65,40.36,-0.9184335193508081,1.343016179081681,-0.5924315927422908,on 
55.84,37.97,47.49,-8.3,-1.37,12.97,34.705294117647064,21.182117647058824,29.029411764705873,64.14,39.339999999999996,34.52,-0.7305273570717868,-0.11493744024393901,0.16391147903648237,on 
46.61,44.54,49.82,-0.57,-1.41,-0.06,30.843083333333322,26.220250000000014,29.747916666666676,47.18,45.949999999999996,49.88,-0.7545618889070939,-0.424232532912735,-0.5364663712610503,on 
6.96,13.67,26.78,-18.8,-38.9,-7.02,-7.8796052631579,-23.109539473684208,16.156381578947375,25.76,52.57,33.8,0.38843407788176854,0.8664773202593242,-0.7836335610696261,on 
48.43,40.46,50.25,-1.35,-7.52,5.19,27.894814814814815,19.167037037037037,23.178641975308643,49.78,47.980000000000004,45.06,-0.34017123132772736,-0.1918211524176683,0.442800231546361,on 
53.75,38.67,34.73,-12.65,5.77,-16.08,27.662822966507193,24.978133971291882,12.339186602870809,66.4,32.900000000000006,50.809999999999995,-0.2668285761008595,-0.30756005366630984,-0.2283860939376219,on 
-0.86,102.08,-14.46,-72.32,-57.67,-76.25,-33.289477124183,20.747058823529414,-48.05359477124183,71.46,159.75,61.79,-0.19478249535795758,0.014730059319285043,0.13703649049042313,on 
31.11,58.3,54.5,-89.64,11.22,24.92,-44.51180722891566,41.349277108433746,40.61843373493975,120.75,47.08,29.58,0.506931188399766,-0.57716070085225,-0.03724741666232446,on 
50.86,55.82,36.34,6.86,-9.81,-20.93,32.88671232876712,26.362465753424658,13.80876712328767,44.0,65.63,57.27,-0.48620068727887716,-0.1894331995841853,-0.40750693242734515,on 
66.61,39.73,28.45,-33.79,-62.35,7.74,17.001167883211682,-10.070218978102186,18.555474452554737,100.4,102.08,20.71,-0.05291296615978729,-0.0616031226559475,-0.10504118780412315,on 
31.06,15.01,65.3,-31.43,-29.67,44.81,10.430306122448984,1.0525510204081647,50.81551020408163,62.489999999999995,44.68,20.489999999999995,-0.7201298646571007,-0.7828982650952095,0.8618392191217007,on 
56.99,-12.21,28.56,-10.73,-47.92,7.19,22.59115384615384,-31.22557692307692,15.792596153846159,67.72,35.71,21.369999999999997,0.3218931313246071,0.10244994714259625,0.3765350525971931,on 
41.91,57.98,56.19,0.1,-0.17,-0.47,22.565757575757576,28.840000000000003,26.317878787878787,41.809999999999995,58.15,56.66,-0.31486829754936896,-0.09733170917719954,0.03255146593125072,on 
44.78,20.95,41.37,-2.96,-1.42,1.06,20.20406451612903,8.04283870967742,17.768516129032257,47.74,22.369999999999997,40.309999999999995,0.10152765280137795,0.2732087214134355,0.3305192509975649,on 
57.5,55.32,58.13,0.05,-0.37,-1.92,25.895330396475767,25.00180616740088,22.235462555066096,57.45,55.69,60.050000000000004,0.018284000871266654,-0.0038777640261504717,0.26375241290716306,on 
73.58,67.69,92.0,17.11,8.71,46.85,43.98103286384977,37.69558685446009,67.6491079812206,56.47,58.98,45.15,0.3519119465848593,0.12944784289773026,0.16179111457216067,on 
37.74,49.89,49.53,-21.41,-45.55,8.04,16.324342105263163,3.365986842105259,26.596118421052633,59.150000000000006,95.44,41.49,-0.4539683542738496,0.03305698772290283,0.6636043208235811,on 
65.92,9.98,46.72,-25.24,-29.43,26.04,16.257132352941177,-11.728455882352934,35.44779411764706,91.16,39.41,20.68,0.17979063144112425,0.10771066535791489,0.1418681348935981,on 
60.45,55.14,83.96,-0.47,-3.2,0.2,39.73538759689924,37.14577519379847,58.0400387596899,60.92,58.34,83.75999999999999,-0.8751329480560258,-0.8650781737444853,-0.8586372749064461,on 
56.69,28.29,17.31,-48.35,-32.56,-42.56,-8.118524590163933,-8.781885245901638,-13.231393442622945,105.03999999999999,60.85,59.870000000000005,0.5310434773798552,0.3842449042788326,0.06791944459562252,on 
34.64,4.84,24.18,-41.03,-49.26,-4.61,2.170054644808743,-24.44262295081966,14.264316939890715,75.67,54.099999999999994,28.79,-0.48904655473554737,-0.03665124374696928,-0.6424851820680475,on 
45.48,12.72,21.7,-23.74,-40.6,-27.42,9.706692913385822,-11.011889763779527,0.03976377952756189,69.22,53.32,49.120000000000005,0.1985561792169109,-0.27753211603848843,-0.28978370271539206,on 
28.55,13.52,68.14,-63.29,-2.66,39.87,-7.172365591397842,8.80215053763441,47.59204301075268,91.84,16.18,28.270000000000003,-0.3956110378562789,-1.2076174849105465,1.0541052847350003,on 
35.35,28.88,61.11,-62.53,-15.77,36.61,-14.435739130434802,9.417304347826088,47.95304347826087,97.88,44.65,24.5,0.039001409103544514,-0.37487942819827097,0.3449432209619342,on 
48.61,16.04,64.04,-72.73,-2.03,-11.88,6.614523809523807,5.221666666666665,41.654821428571424,121.34,18.07,75.92,-0.7609733995569514,0.7635341455419506,-0.8747828670515936,on 
57.49,16.19,56.79,-23.66,-23.74,-30.91,14.993247422680415,-3.2125257731958805,12.67886597938144,81.15,39.93,87.7,0.29388231646751156,-0.09186655887888796,0.016069788514071825,on 
42.26,31.71,31.51,-12.29,-3.11,-9.07,14.70510101010101,13.625101010101007,12.901262626262632,54.55,34.82,40.58,0.28692775673529747,0.14794553508193453,0.03802108940300634,on 
39.43,0.1,47.8,-37.64,-22.64,29.99,8.438787878787878,-7.865858585858593,35.50393939393938,77.07,22.740000000000002,17.81,-0.4416140640388292,-0.5580727242620966,1.0066018778252441,on 
56.33,56.07,53.64,-0.66,0.39,-4.45,28.38059602649006,26.682119205298022,21.741456953642388,56.989999999999995,55.68,58.09,-0.12280123301305305,0.04957315659384473,0.2370430906765627,on 
-52.8,-35.89,278.53,-114.47,-92.74,205.7,-89.30438095238097,-61.331333333333326,245.8112857142857,61.67,56.849999999999994,72.82999999999998,0.14397702520878705,-0.3405495270638251,0.03280145740184862,on 
70.98,55.72,9.36,-6.46,15.81,-20.71,19.39467391304348,43.811086956521784,1.848405797101444,77.44,39.91,30.07,0.9681835581036051,-0.7151763867317041,-1.3228898206956863,on 
55.21,36.29,20.47,-14.47,22.25,-43.43,12.28358024691358,26.383271604938273,-20.610679012345663,69.68,14.04,63.9,0.686957486780129,1.4753832620914904,0.5609080343717483,on 
19.83,35.15,131.46,-11.4,-28.67,93.01,5.030384615384614,-1.0563076923076957,116.24823076923077,31.229999999999997,63.82,38.45,-0.16043520784363488,0.2912493624887814,-0.7006973582633081,on 
46.21,31.08,80.45,-14.68,-9.23,59.41,23.732000000000003,16.514476190476195,72.38190476190478,60.89,40.31,21.040000000000006,-0.5450474008056959,-0.43133934376516536,-0.4107469091235167,on 
33.9,59.96,44.05,-97.41,-79.6,-64.48,0.13926829268293256,12.988292682926824,4.434227642276422,131.31,139.56,108.53,-1.1086097367278158,-0.635236454626775,-0.42034364466395424,on 
4.61,6.05,169.82,-32.15,-57.09,85.93,-8.676277372262778,-24.96401459854015,127.58751824817517,36.76,63.14,83.88999999999999,-0.8081199816293714,0.037678689714466494,0.24057854750290614,on 
30.12,29.57,68.22,-1.22,-16.62,-3.94,17.90735483870968,15.817677419354844,41.097032258064495,31.34,46.19,72.16,-0.6120135396919864,-0.9010828648892107,-0.450844898307181,on 
53.2,43.03,54.85,0.44,-4.89,-1.38,28.082934782608696,16.480217391304347,24.860217391304342,52.760000000000005,47.92,56.230000000000004,-0.12656197699719032,0.2068014437124643,0.08806651232013724,on 
15.25,26.55,142.48,-39.52,-19.16,58.71,-9.599885057471257,0.21172413793103487,100.68597701149426,54.77,45.71,83.76999999999998,-0.16890808851064362,0.3830851881719617,0.3522057557962086,on 
65.6,18.18,114.62,-23.9,12.59,112.48,34.26094202898552,14.549492753623195,113.98434782608696,89.5,5.59,2.1400000000000006,-0.6588519559533401,0.9918860260157928,-1.1988675985463728,on 
70.92,-8.29,82.49,-90.49,-101.18,-56.55,9.13282894736842,-38.97453947368419,26.535394736842093,161.41,92.89000000000001,139.04,-0.5144896534839042,-0.8100127870267396,-0.36063064150639645,on 
52.18,17.03,58.67,1.66,-22.25,19.86,27.141094890510953,-1.0225547445255516,41.30868613138686,50.52,39.28,38.81,0.10044211431651316,-0.1436481144496927,-0.2209796848659963,on 
2.83,17.83,103.95,-59.99,-39.97,63.92,-32.33470588235294,-9.610235294117645,91.87011764705885,62.82,57.8,40.03,0.30460521311229444,-0.46971081282504035,-0.8933106671607577,on 
0.47,1.6,57.09,-76.32,-40.87,-0.06,-33.80374449339206,-21.775814977973575,33.04017621145374,76.78999999999999,42.47,57.150000000000006,-0.04404120551190332,0.3875946245923696,-0.6664096882388915,off 
25.83,10.43,110.59,-3.17,-54.2,17.68,9.564070796460175,-31.01973451327434,81.3506194690266,29.0,64.63,92.91,0.4885083233741593,1.1653451602940312,-0.8283162334392673,off 
7.94,-40.65,57.4,-7.16,-65.34,27.72,0.1361616161616161,-55.297575757575764,40.20717171717172,15.100000000000001,24.690000000000005,29.68,0.45044347194175927,0.2780663864733629,0.5086758123301128,off 
11.17,0.45,99.85,-17.25,-64.05,0.11,-3.3128478964401316,-35.800291262135914,64.35792880258904,28.42,64.5,99.74,0.06843506225154121,0.8425096966874395,-0.7133474408540231,off 
74.28,-7.96,73.29,11.6,-58.81,2.62,38.523631840796,-31.274975124378113,30.971542288557227,62.68,50.85,70.67,0.058212113067829474,-0.20126562203861342,0.34231311034211187,off 
44.45,-61.8,-13.82,12.64,-82.75,-46.31,30.699510489510494,-73.22160839160841,-31.614195804195802,31.810000000000002,20.950000000000003,32.49,-0.13678709305208364,0.30358234907094334,0.632510952515642,off 
4.61,2.83,17.39,-86.63,-2.97,7.54,-53.48389610389612,-0.22974025974025988,15.449090909090907,91.24,5.800000000000001,9.850000000000001,0.4753240470108141,0.1870093440531505,-2.153550420810839,off 
3.89,5.36,26.91,-75.37,-0.49,0.58,-36.69859154929577,2.8756338028169015,13.222253521126762,79.26,5.8500000000000005,26.330000000000002,0.10492513449028665,-0.2620851800347208,-0.09776623060267724,off 
0.55,32.39,141.33,-61.43,-1.66,0.05,-37.096740740740735,11.323629629629636,73.08562962962964,61.98,34.05,141.28,0.741097353685309,0.5862292357684052,-0.103587511532819,off 
0.13,0.46,7.16,-66.21,-8.34,-18.07,-38.68717391304348,-3.385760869565218,-4.046195652173912,66.33999999999999,8.8,25.23,0.5383907881399836,-0.14763681110830443,-0.3875550529680364,off 
0.31,47.95,108.9,-39.33,-0.6,0.31,-25.086585365853647,26.415304878048794,75.76628048780489,39.64,48.550000000000004,108.59,1.0372320928769336,-0.4921097206542158,-0.8737920735824317,off 
-0.81,51.06,181.01,-77.56,-10.4,0.12,-50.28644859813082,7.6190342679127685,116.91691588785041,76.75,61.46,180.89,0.9260248728045404,1.1117295006622685,-0.7706013090119354,off 
0.05,25.98,147.64,-76.22,-92.21,-0.19,-39.64271604938271,-24.591296296296303,81.4172839506173,76.27,118.19,147.82999999999998,0.25308447915687377,-0.43628813383202847,-0.2910811652618198,off 
-8.2,-15.59,50.19,-65.81,-53.85,-86.19,-33.19544554455446,-42.985940594059386,-9.40113861386138,57.61,38.260000000000005,136.38,-0.21019935728152658,1.0126928487313744,-0.3858410077421018,off 
-18.47,51.33,-3.61,-49.51,-35.95,-95.74,-35.02870813397129,2.7832057416267957,-51.33148325358853,31.04,87.28,92.13,0.03954066313304246,-0.0014544543343819939,0.05415524608827071,off 
-0.36,0.3,73.0,-40.22,-59.74,0.02,-19.225109489051096,-27.531386861313873,42.0589781021898,39.86,60.04,72.98,0.04350475242119511,-0.14964941695176137,-0.4929840800090344,off 
0.01,66.29,102.37,-86.26,0.21,0.49,-57.412044198895025,35.561325966850816,61.46386740331488,86.27000000000001,66.08000000000001,101.88000000000001,0.8402848066038366,-0.3075101771858467,-0.5058852820183648,off 
-4.3,-11.7,7.41,-81.03,-87.04,-108.7,-48.24408333333333,-44.87958333333334,-54.36641666666666,76.73,75.34,116.11,0.43466523379512073,-0.37340271746753606,0.07872031203356131,off 
-1.71,55.39,104.33,-35.73,-27.15,8.31,-12.911523809523812,8.11904761904761,46.88823809523812,34.019999999999996,82.53999999999999,96.02,-0.559114529533546,0.19712245955995825,0.36762302112434797,off 
-2.17,9.39,35.1,-19.39,-14.05,-7.2,-9.931264367816087,-7.041609195402294,16.159482758620687,17.22,23.44,42.300000000000004,-0.2068317583358491,1.2394435194505307,-0.5644490925588191,off 
-0.08,1.05,25.67,-116.29,-47.03,-53.26,-71.18821052631584,-21.518526315789465,-22.034631578947373,116.21000000000001,48.08,78.93,0.46627117527912015,-0.16883874595523735,0.451096202053479,off 
0.5,69.29,73.28,-20.23,0.16,0.34,-9.548303030303032,47.876606060606065,42.01066666666668,20.73,69.13000000000001,72.94,0.2140686507319959,-0.9753979027161201,-0.4406112103795293,off 
8.36,101.78,-35.67,-122.71,-10.19,-95.78,-54.275260115606955,40.156820809248536,-59.556416184971134,131.07,111.97,60.11,-0.06997817564404257,0.1837648362230318,-0.6573249304058327,off 
0.76,12.69,25.53,-24.85,-54.9,-24.71,-14.341130434782603,-26.04813043478259,-8.298695652173913,25.610000000000003,67.59,50.24,1.1641771139905501,0.31637811508889657,0.5779810330800501,off 
-24.99,35.53,111.9,-57.94,-38.21,-14.13,-43.766554054054055,-8.228243243243247,27.641824324324315,32.95,73.74000000000001,126.03,0.25500061909845395,0.36176404976144566,0.750133461236149,off 
6.6,43.88,15.91,-104.84,18.09,-40.61,-53.33574585635358,26.181657458563542,-11.617845303867416,111.44,25.790000000000003,56.519999999999996,0.1499647663044454,0.9218808687250104,-0.07480474041992077,off 
18.53,34.56,86.83,-8.4,11.71,5.44,1.4660000000000017,27.89718518518518,59.58970370370371,26.93,22.85,81.39,0.6321331371694834,-1.56215249842478,-0.6714417875307952,off 
-23.04,37.43,70.29,-58.3,-2.41,-3.66,-41.91472049689444,17.107763975155283,26.447701863354037,35.26,39.84,73.95,0.027442450508440748,-0.10032242618280501,0.3659186869461543,off 
-3.53,11.18,96.68,-73.95,-64.32,-13.93,-56.127195121951225,-21.206798780487784,30.100030487804876,70.42,75.5,110.61000000000001,1.508242279149656,-0.3286586337770096,0.5760565106039374,off 
-6.59,17.88,25.88,-71.77,-12.65,-38.8,-41.22269230769231,0.4566025641025641,-2.3141025641025688,65.17999999999999,30.53,64.67999999999999,0.25933755172192624,0.3228771317247191,-0.37388793339948606,off 
4.49,29.22,-43.43,-70.48,20.32,-67.44,-35.01035714285714,25.107440476190476,-58.14369047619047,74.97,8.899999999999999,24.009999999999998,0.16528653240870908,-0.34421055569223885,0.7449791589123415,off 
-8.47,79.44,72.44,-19.6,68.16,64.43,-11.655242718446598,77.45320388349518,69.13776699029128,11.13,11.280000000000001,8.009999999999991,-1.0214053552553701,-2.284448993984694,0.22226660935304882,off 
-28.01,55.1,38.35,-44.71,21.05,-43.94,-35.969814814814804,38.44837962962964,-2.23935185185187,16.7,34.05,82.28999999999999,0.010687980894113356,-0.06286760598679997,-0.08111132689344319,off 
6.78,16.48,46.58,-109.49,-8.59,-36.93,-54.212522522522534,2.241891891891891,9.024729729729735,116.27,25.07,83.50999999999999,0.10271434007252578,0.05700917813091374,-0.22245972271929945,off 
-19.1,6.46,71.9,-90.71,-19.11,0.2,-54.91129909365561,-7.072114803625374,36.772900302114806,71.60999999999999,25.57,71.7,-0.3770420119556827,-0.08631699875997058,-0.05813353238782722,off 
-6.58,-0.03,67.17,-94.02,-34.39,-5.54,-71.42279220779217,-23.752727272727277,47.1732142857143,87.44,34.36,72.71000000000001,1.0968481507063885,0.9344054736929963,-0.9994088407511517,off 
68.91,35.76,126.7,1.04,-0.3,-0.75,40.907857142857154,23.401205357142857,71.36919642857146,67.86999999999999,36.059999999999995,127.45,-0.6338094371782098,-0.9043265131587002,-0.3559406464267813,off 
47.55,22.2,87.51,-2.0,-13.5,-0.19,23.335777777777782,-0.514555555555558,41.243277777777784,49.55,35.7,87.7,-0.11253128717803876,0.5565494914227841,-0.06371553697031901,off 
55.8,25.76,14.82,-0.76,-2.38,1.19,30.870368098159513,13.424478527607363,8.416687116564422,56.559999999999995,28.14,13.63,-0.3800232573067101,-0.5928050814960288,-0.4290098457368786,off 
68.33,62.12,89.98,-4.35,-10.95,4.18,27.884156769596217,26.02584323040376,38.12410926365794,72.67999999999999,73.07,85.80000000000001,0.26761031396230717,0.07957253704157957,0.521903158508421,off 
1.53,14.79,31.63,-95.3,-4.03,-3.3,-46.966505576208164,0.8938661710037163,14.60635687732343,96.83,18.82,34.93,0.02462496866580387,1.907799403513583,0.04640734045739702,off 
-3.68,36.28,60.12,-66.46,-7.5,-59.17,-30.548503401360545,15.642040816326523,-10.97231292517008,62.779999999999994,43.78,119.28999999999999,-0.18640729804814232,-0.3075307602782256,0.3317427097236807,off 
17.44,57.53,89.98,-56.23,-51.34,47.89,-18.46473684210526,19.601387559808607,78.39818181818181,73.67,108.87,42.09,-0.08911646345243822,-0.6683385128199203,-1.0617825015675542,off 
-5.37,80.7,40.74,-33.24,4.1,-65.36,-12.86153061224489,38.97163265306123,-22.31163265306121,27.87,76.60000000000001,106.1,-1.1673672276521114,0.14963575610909896,0.4436332634317245,off 
-62.25,-10.26,88.23,-112.97,-43.12,-11.05,-79.5143540669857,-32.756267942583705,26.617368421052632,50.72,32.86,99.28,-0.9344354108876329,0.7876347656158001,0.5599391577628583,off 
7.67,32.83,41.41,-25.22,14.04,38.31,-18.763529411764708,15.870245098039213,39.986813725490165,32.89,18.79,3.0999999999999943,1.735318189200256,2.785253845492959,0.05023141015416433,off 
0.11,44.76,15.57,-92.38,-0.22,0.52,-29.39288732394367,17.131338028169015,8.06894366197183,92.49,44.98,15.05,-0.667808687205,0.435873131462706,-0.25167620655881756,off 
83.1,47.18,-58.38,-60.51,36.95,-67.43,11.297467532467524,40.904155844155845,-64.33266233766233,143.60999999999999,10.229999999999997,9.050000000000004,0.04627417657609071,0.7893488458454507,1.0257566246852374,off 
-10.09,-1.93,1.76,-73.02,-17.6,-41.66,-57.0183628318584,-10.000044247787612,-19.297920353982306,62.92999999999999,15.670000000000002,43.419999999999995,1.621116246862636,-0.4752696520104622,-0.09713374265365374,off 
